locus_tag	gene	baseMean	log2FoldChange	padj	significant	species	locus_family	WP_num	gene_description	start	stop	strand
b0002	thrA	134.49637561445186	0.12441265708534771	0.9327247643221465	FALSE	E_coli_K12	2524	NP_414543.1	thrA - fused aspartate kinase/homoserine dehydrogenase 1	336	2799	+
b0003	thrB	47.341516837358306	-0.6846947147907301	0.4859238507791038	FALSE	E_coli_K12	3104	NP_414544.1	thrB - homoserine kinase	2800	3733	+
b0004	thrC	210.01108560827953	-0.3795069100249747	0.7609050308448024	FALSE	E_coli_K12	3105	NP_414545.1	thrC - threonine synthase	3733	5020	+
b0006	yaaA	94.58444646559187	0.3863648753893218	0.6516115386749564	FALSE	E_coli_K12	3106	NP_414547.1	yaaA - peroxide stress resistance protein YaaA	5682	6459	-
b0007	yaaJ	42.51318507292755	-0.505702019209409	0.6653675113985396	FALSE	E_coli_K12	2076	NP_414548.1	yaaJ - putative transporter YaaJ	6528	7959	-
b0008	talB	3391.4381335129538	0.2689457359465497	0.602226824593902	FALSE	E_coli_K12	976	NP_414549.1	talB - transaldolase B	8237	9191	+
b0009	mog	245.56501724321063	0.18154146174641242	0.883280089394844	FALSE	E_coli_K12	2658	NP_414550.1	mog - molybdopterin adenylyltransferase	9305	9893	+
b0010	satP	54.02582666093457	0.46790759784140834	0.7343457774474044	FALSE	E_coli_K12	3107	NP_414551.1	satP - acetate/succinate:H(+) symporter	9927	10494	-
b0011	yaaW	9.22073718953173	-0.2355977023276659	0.9553782360912197	FALSE	E_coli_K12	6940	NP_414552.1	yaaW - putative enzyme-specific chaperone YaaW	10642	11356	-
b0013	yaaI	1.5214446488561393	-0.10047640408550652	0.9913932850985331	FALSE	E_coli_K12	6941	NP_414554.1	yaaI - DUF2541 domain-containing protein YaaI	11381	11786	-
b0014	dnaK	2542.0349925979335	0.1658037681039476	0.9018894590078196	FALSE	E_coli_K12	2390	NP_414555.1	dnaK - chaperone protein DnaK	12162	14079	+
b0015	dnaJ	348.1937055690492	0.10681511118560184	0.9522357241438103	FALSE	E_coli_K12	2835	NP_414556.1	dnaJ - chaperone protein DnaJ	14167	15298	+
b0019	nhaA	443.07468795243494	-0.8996434971284746	0.21574297586708513	FALSE	E_coli_K12	2980	NP_414560.1	nhaA - Na(+):H(+) antiporter NhaA	17488	18655	+
b0020	nhaR	157.93190844719444	-1.1549277382902703	0.07143560982290445	FALSE	E_coli_K12	4433	NP_414561.1	nhaR - DNA-binding transcriptional activator NhaR	18714	19620	+
b0023	rpsT	7831.722996700942	1.1583161893038094	0.08000742360442152	FALSE	E_coli_K12	3108	NP_414564.1	rpsT - 30S ribosomal subunit protein S20	20814	21078	-
b0024	yaaY	4.783738870168381	0.13017267293741625	0.9817069348491478	FALSE	E_coli_K12	7099	NP_414565.1	yaaY - DUF2575 domain-containing protein YaaY	21180	21399	+
b0025	ribF	268.8191086051149	-0.006936366929204647	0.9960299694436033	FALSE	E_coli_K12	3109	NP_414566.1	ribF - bifunctional riboflavin kinase/FMN adenylyltransferase	21406	22348	+
b0026	ileS	682.2817629802888	0.3203810414351493	0.674198449738896	FALSE	E_coli_K12	2527	NP_414567.1	ileS - isoleucine--tRNA ligase	22390	25207	+
b0027	lspA	241.23587190624318	0.19085235140186244	0.9010946114202962	FALSE	E_coli_K12	2981	NP_414568.1	lspA - lipoprotein signal peptidase	25206	25701	+
b0028	fkpB	76.48842367964741	-0.31602168409164005	0.8107268506394141	FALSE	E_coli_K12	2660	NP_414569.1	fkpB - peptidyl-prolyl cis-trans isomerase FkpB	25825	26275	+
b0029	ispH	166.2618027465048	0.1776950485222937	0.910387347308587	FALSE	E_coli_K12	3110	NP_414570.1	ispH - 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	26276	27227	+
b0030	rihC	31.235688140549613	0.549618533209269	0.6746545175433941	FALSE	E_coli_K12	1518	NP_414571.1	rihC - ribonucleoside hydrolase RihC	27292	28207	+
b0031	dapB	506.16722444259136	-0.18582961330919084	0.8614416315666129	FALSE	E_coli_K12	3111	NP_414572.1	dapB - 4-hydroxy-tetrahydrodipicolinate reductase	28373	29195	+
b0032	carA	28.489213474342943	1.165353812778011	0.15017482241431832	FALSE	E_coli_K12	3112	NP_414573.1	carA - carbamoyl phosphate synthetase subunit alpha	29650	30799	+
