# Lines not beginning with # have the following format: Gene name <tab> family origin <tab> gene history string <tab> locusIsland <tab> initialFamily <tab> originFamily <tab> locusFamily <tab> locFamMRCA <tab> gene description.
########### Begin contig
  24321_C_rodentium_ICC168-ROD_RS00010	X		13882	9537	13676	13882	C_rodentium_ICC168	thrL - thr operon leader peptide
  24322_C_rodentium_ICC168-ROD_RS00015	C	OSSSS	2524	650	2419	2524	s0	thrA - bifunctional aspartate kinase/homoserine dehydrogenase I
  24323_C_rodentium_ICC168-ROD_RS00020	C	OSSSS	3104	1116	2988	3104	s0	thrB - homoserine kinase
  24324_C_rodentium_ICC168-ROD_RS00025	C	OSSSDS	3105	1117	2989	3105	s0	thrC - threonine synthase
  24325_C_rodentium_ICC168-ROD_RS00030	C	OSSSS	3106	1118	2990	3106	s0	yaaA - peroxide stress protein YaaA
  24326_C_rodentium_ICC168-ROD_RS00035	C	OSSSDS	2076	365	1984	2076	s0	sodium:alanine symporter family protein
  24327_C_rodentium_ICC168-ROD_RS00040	C	OSSSDS	976	112	937	976	s0	tal - transaldolase
  24328_C_rodentium_ICC168-ROD_RS00045	C	OSSSDS	2658	768	2552	2658	s0	mog - molybdopterin adenylyltransferase
  24329_C_rodentium_ICC168-ROD_RS00050	C	OSSS	5262	2723	5090	5262	s0	MFS transporter
  24330_C_rodentium_ICC168-ROD_RS00055	C	OSSSS	3107	1119	2991	3107	s0	satP - acetate uptake transporter
  24331_C_rodentium_ICC168-ROD_RS00060	C	OSDDS	2390	546	2290	2390	s0	dnaK - molecular chaperone DnaK
  24332_C_rodentium_ICC168-ROD_RS00065	C	OSSSDS	2835	917	2725	2835	s0	dnaJ - molecular chaperone DnaJ
  24333_C_rodentium_ICC168-ROD_RS00070	X	OS	5919	4280	7989	8195	s3	LysR family transcriptional regulator
  24334_C_rodentium_ICC168-ROD_RS00075	X	OS	5919	4610	8586	8792	s3	phage holin family protein
  24335_C_rodentium_ICC168-ROD_RS00080	X	OS	5919	3025	5731	5919	s3	glycoside hydrolase family 108 protein
  24336_C_rodentium_ICC168-ROD_RS00085	X	OS	5919	3847	7270	7476	s3	winged helix-turn-helix domain-containing protein
  24337_C_rodentium_ICC168-ROD_RS00090	X	OS	5919	3900	7355	7561	s3	glycosyl hydrolase family 18 protein
  24338_C_rodentium_ICC168-ROD_RS00095	C	OSSSS	2980	1021	2868	2980	s0	nhaA - Na+/H+ antiporter NhaA
  24339_C_rodentium_ICC168-ROD_RS00100	C	OSSSS	4433	2253	4295	4433	s0	nhaR - transcriptional activator NhaR
  24340_C_rodentium_ICC168-ROD_RS00105	X	OS	7336	3903	7359	7565	s3	glycoside hydrolase family 31 protein
  24341_C_rodentium_ICC168-ROD_RS00110	X	OS	7336	3757	7130	7336	s3	MFS transporter
  24342_C_rodentium_ICC168-ROD_RS00115	C	OSSSS	3108	1120	2992	3108	s0	rpsT - 30S ribosomal protein S20
  24343_C_rodentium_ICC168-ROD_RS28860	X	OS	7099	3616	6895	7099	s3	DUF2575 family protein
  24344_C_rodentium_ICC168-ROD_RS00125	C	OSSSDS	3109	1121	2993	3109	s0	ribF - bifunctional riboflavin kinase/FAD synthetase
  24345_C_rodentium_ICC168-ROD_RS00130	C	OSSSS	2527	653	2422	2527	s0	ileS - isoleucine--tRNA ligase
  24346_C_rodentium_ICC168-ROD_RS00135	C	OSSDST	2981	1022	2869	2981	s1	lspA - signal peptidase II
  24347_C_rodentium_ICC168-ROD_RS00140	C	OSSDS	2660	770	2554	2660	s0	fkpB - FKBP-type peptidyl-prolyl cis-trans isomerase
  24348_C_rodentium_ICC168-ROD_RS00145	C	OSSSS	3110	1122	2994	3110	s0	ispH - 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
  24349_C_rodentium_ICC168-ROD_RS00150	X		9648	6742	10881	11087	C_rodentium_ICC168	glucose-6-phosphate isomerase
  24350_C_rodentium_ICC168-ROD_RS00155	X		9648	5338	9477	9683	C_rodentium_ICC168	PTS system mannose/fructose/sorbose family transporter subunit IID
  24351_C_rodentium_ICC168-ROD_RS00160	X		9648	5324	9463	9669	C_rodentium_ICC168	PTS sugar transporter subunit IIC
  24352_C_rodentium_ICC168-ROD_RS00165	X		9648	5303	9442	9648	C_rodentium_ICC168	PTS sugar transporter subunit IIB
  24353_C_rodentium_ICC168-ROD_RS00170	X		9648	5402	9541	9747	C_rodentium_ICC168	PTS fructose transporter subunit IIA
  24354_C_rodentium_ICC168-ROD_RS00175	X		9648	9538	13677	13883	C_rodentium_ICC168	class I mannose-6-phosphate isomerase
  24355_C_rodentium_ICC168-ROD_RS00180	X		9648	5836	9975	10181	C_rodentium_ICC168	LacI family DNA-binding transcriptional regulator
  24356_C_rodentium_ICC168-ROD_RS00185	C	OSSD	3111	1123	2995	3111	s0	dapB - 4-hydroxy-tetrahydrodipicolinate reductase
  24357_C_rodentium_ICC168-ROD_RS00190	C	OSSST	3112	1124	2996	3112	s1	carA - glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
  24358_C_rodentium_ICC168-ROD_RS00195	C	OSSSS	3113	1125	2997	3113	s0	carB - carbamoyl-phosphate synthase large subunit
  24359_C_rodentium_ICC168-ROD_RS00200	X	OS	191	3617	6896	7100	s3	caiF - carnitine metabolism transcriptional regulator CaiF
  24360_C_rodentium_ICC168-ROD_RS00205	X	OS	191	3181	6014	6208	s3	caiD - crotonobetainyl-CoA hydratase
  24361_C_rodentium_ICC168-ROD_RS00210	X	OS	191	3115	5898	6089	s3	caiC - crotonobetaine/carnitine-CoA ligase
  24362_C_rodentium_ICC168-ROD_RS00215	X	OS	191	3357	6354	6550	s3	caiB - L-carnitine CoA-transferase
  24363_C_rodentium_ICC168-ROD_RS00220	X	OS	191	2388	4520	4665	s3	caiA - crotonobetainyl-CoA dehydrogenase
  24364_C_rodentium_ICC168-ROD_RS00225	X	OS	191	3230	6102	6296	s3	caiT - L-carnitine/gamma-butyrobetaine antiport BCCT transporter
  24365_C_rodentium_ICC168-ROD_RS00235	X	ODS	191	2513	4747	4900	s3	electron transfer flavoprotein FixA
  24366_C_rodentium_ICC168-ROD_RS00240	X	OS	191	2466	4670	4822	s3	electron transfer flavoprotein subunit alpha/FixB family protein
  24367_C_rodentium_ICC168-ROD_RS00245	X	OS	191	1107	2970	3086	s3	FAD-dependent oxidoreductase
  24368_C_rodentium_ICC168-ROD_RS00250	X	ODS	191	2514	4749	4902	s3	fixX - ferredoxin-like protein FixX
  24369_C_rodentium_ICC168-ROD_RS00255	X	O	962	111	923	962	C_rodentium_ICC168	IS110-like element ISCro4 family transposase
  24370_C_rodentium_ICC168-ROD_RS00260	X	OS	191	3453	6567	6765	s3	MFS transporter
  24371_C_rodentium_ICC168-ROD_RS00265	C	OSSRS	191	16	188	191	s3	YgdI/YgdR family lipoprotein
  24372_C_rodentium_ICC168-ROD_RS00270	X		10588	6243	10382	10588	C_rodentium_ICC168	autotransporter outer membrane beta-barrel domain-containing protein
  24373_C_rodentium_ICC168-ROD_RS28865	X		10588	9539	13678	13884	C_rodentium_ICC168	hypothetical protein
  24374_C_rodentium_ICC168-ROD_RS00275	C	OSSSS	694	73	670	694	s0	kefF - glutathione-regulated potassium-efflux system oxidoreductase KefF
  24375_C_rodentium_ICC168-ROD_RS00280	C	OSDS	1117	143	1069	1117	s0	kefC - glutathione-regulated potassium-efflux system protein KefC
  24376_C_rodentium_ICC168-ROD_RS00285	C	OSDS	2982	1023	2870	2982	s0	folA - type 3 dihydrofolate reductase
  24377_C_rodentium_ICC168-ROD_RS00290	C	OSSSDS	2662	772	2556	2662	s0	apaH - bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH
  24378_C_rodentium_ICC168-ROD_RS00295	C	OSSSS	3116	1127	3000	3116	s0	apaG - Co2+/Mg2+ efflux protein ApaG
  24379_C_rodentium_ICC168-ROD_RS00300	C	OSSSS	3117	1128	3001	3117	s0	rsmA - 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
  24380_C_rodentium_ICC168-ROD_RS00305	C	OSSSS	2666	774	2560	2666	s0	pdxA - 4-hydroxythreonine-4-phosphate dehydrogenase PdxA
  24381_C_rodentium_ICC168-ROD_RS00310	C	OSSSS	3118	1129	3002	3118	s0	surA - peptidylprolyl isomerase SurA
  24382_C_rodentium_ICC168-ROD_RS00315	C	OSSSDS	3119	1130	3003	3119	s0	lptD - LPS assembly protein LptD
  24383_C_rodentium_ICC168-ROD_RS00320	C	OSSSS	3120	1131	3004	3120	s0	djlA - co-chaperone DjlA
  24384_C_rodentium_ICC168-ROD_RS00325	C	OSSSS	2394	550	2294	2394	s0	rluA - bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
  24385_C_rodentium_ICC168-ROD_RS00330	C	OSSSDS	3121	1132	3005	3121	s0	rapA - RNA polymerase-associated protein RapA
  24386_C_rodentium_ICC168-ROD_RS00335	C	OSSSS	3122	1133	3006	3122	s0	polB - DNA polymerase II
  24387_C_rodentium_ICC168-ROD_RS00340	X	OS	8793	4611	8587	8793	s3	DUF4751 family protein
  24388_C_rodentium_ICC168-ROD_RS00345	C	OSSS	693	72	669	693	s1	araD - L-ribulose-5-phosphate 4-epimerase
  24389_C_rodentium_ICC168-ROD_RS00350	C	OSSS	5052	2593	4889	5052	s1	araA - L-arabinose isomerase
  24390_C_rodentium_ICC168-ROD_RS00355	C	OSSS	4504	2303	4365	4504	s1	araB - ribulokinase
  24391_C_rodentium_ICC168-ROD_RS00360	C	OSSS	5197	2694	5026	5197	s1	araC - arabinose operon transcriptional regulator AraC
