STM14_RS00575	GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0019202,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607
STM14_RS00580	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004413,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009088,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019202,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607
STM14_RS00585	GO:0003674,GO:0003824,GO:0004795,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009088,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607
STM14_RS00590	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0033194,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:1901700
STM14_RS00595	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944
STM14_RS00600	GO:0003674,GO:0003824,GO:0004801,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016740,GO:0016744,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564
STM14_RS00605	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019538,GO:0019637,GO:0019693,GO:0032324,GO:0034641,GO:0042278,GO:0042802,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0061598,GO:0070566,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657
STM14_RS00610	GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006835,GO:0006846,GO:0006855,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015077,GO:0015078,GO:0015123,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015355,GO:0015360,GO:0015672,GO:0015711,GO:0015718,GO:0015740,GO:0015744,GO:0015849,GO:0015893,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034220,GO:0035433,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0043893,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071422,GO:0071702,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1903825,GO:1905039
STM14_RS00615	-
STM14_RS00620	-
